gene_accession,SRR13068848,ERR9708185,ERR9707208,SRR13068828,SRR13068830,ERR2198711,ERR2198654,SRR13712911,SRR13068839,ERR4320038,ERR4291163,SRR13712882,SRR4033068,ERR4319984,ERR4320005,SRR13844417,ERR9709065,SRR13844416,ERR9707206,SRR13022323,ERR9709308,SRR13712883,SRR13844463,SRR13022462,SRR13068816,SRR4033064,SRR13068840,SRR13068853,ERR2198709,SRR8667756,SRR15123534,SRR4435953,ERR4290680,SRR13844460,ERR9709394,SRR8667748,SRR4435948,SRR4033074,SRR15123562,SRR13068842,SRR13022378,SRR13712890,ERR4291161,SRR15123518,SRR11615763,SRR13712886,ERR4291147,SRR4435941,SRR13022400,ERR4320013,ERR4291114,SRR13022390,SRR13712875,SRR4435943,ERR4320083,SRR15123542,ERR2198710,SRR13022461,SRR13068844,ERR4319985,ERR9707878,SRR15123519,SRR13022276,ERR2198648,SRR13022398,ERR4319982,SRR13022301,ERR9707203,ERR9709279,ERR4290681,ERR4290684,SRR13068846,SRR4033076,SRR13022424,SRR15123516,SRR11615759,ERR9707883,SRR13022435,SRR13022382,ERR4320014,SRR13022431,SRR13068843,ERR4290868,SRR13068819,ERR9709441,SRR13844415,ERR9709452,ERR2198672,ERR9709067,SRR11615777,ERR4319954,SRR13068827,SRR13068851,SRR4033069,ERR4320082,SRR13068850,ERR4320001,ERR4320036,ERR9709393,ERR4320010,SRR8667746,SRR4033077,ERR2198673,SRR13844412,SRR13022299,SRR15123535,ERR9708136,ERR9709455,ERR4319981,ERR4319958,SRR13712912,SRR13022430,ERR9709066,SRR13712913,SRR4435956,ERR4320009,SRR4033075,SRR13068815,ERR4319952,ERR4320003,ERR4319949,SRR13844462,SRR13844390,SRR13022463,SRR13022445,ERR4320037,SRR13068841,ERR4319966,ERR4320072,SRR8667761,SRR15123553,ERR9709358,SRR4033065,SRR13844394,ERR4291172,SRR4033063,ERR9708137,SRR8667751,SRR13844413,SRR11615757,SRR15123517,SRR11615787,ERR9709079,SRR4435947,ERR4320006,ERR4320039,ERR9709417,SRR13022425,SRR13068826,SRR13068845,ERR4320011,SRR11615786,SRR8667753,ERR4290682,SRR15123561,ERR2198712,ERR9708963,SRR4435944,ERR9708141,SRR13022289,ERR4320007,SRR13068852,ERR2198632,ERR2198655,ERR4320084,ERR4319983,ERR2198636,ERR4290869,ERR4290683,SRR13022325,SRR4033072,ERR9709276,SRR13022396,SRR13712878,SRR11615760,ERR9709373,ERR4320004,SRR4435951,ERR4291155,ERR2198674,SRR13712879,ERR4320002,ERR9708953,SRR13022370,SRR13844461,ERR9708135,SRR15123532,ERR9709312,ERR2198652,SRR8667747,SRR13844393,SRR8667758,SRR4435949,SRR13022376,SRR15123550,SRR13712920,SRR13712884,SRR4033071,ERR9709501,SRR13068813,SRR8667749,SRR15123533,ERR4291148,ERR4291146,ERR4291162,SRR13022304,ERR4320070,ERR4320008,SRR13022428,ERR4290679,SRR13068814,ERR4320085,SRR13844392,ERR4320012,ERR4319962,SRR4435958,ERR9708962,SRR4033070,SRR13022305,SRR8667760,SRR8667755,ERR2198653,ERR4320040,SRR15123552,ERR2198637,SRR15123551,SRR13022278,ERR9709063,SRR8667754,ERR4320015,ERR9709530,SRR13022375,ERR4320071,SRR8667750,SRR13022322,ERR9707183,SRR13844391,SRR13068829,SRR11615764,ERR9708961,SRR13844379,SRR4435950,ERR9707885,SRR13712914,SRR11615766,SRR13068849,ERR9709458,SRR13022274,ERR4319950,SRR8667757,ERR4290678,SRR13712904,ERR9709070,SRR13712880,ERR9707182,SRR8667752,ERR9708959,ERR4320073,SRR11615769,SRR4435954,ERR9708133,SRR13068847,SRR11615758
MEG_5280|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,184.0,0,0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0,0,0,0,0,0,203.0,0,97.0,0,0,0,0,0,116.0,0,242.0,0,0,0,213.0,0,0,0,0,0,0,73.0,0,0,190.0,0,0,124.0,0,158.0,0,0,0,0,199.0,0,0,0,0,0,0,0,289.0,0,0,171.0,0,198.0,0,0,0,0,0,0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,0,0,0,0,0,0,204.0,0,0,0,202.0,127.0,0,0,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,0,0,0,0,0,0,273.0,0,0,94.0,0,0,0,0,0,134.0,0,0,0,0,0,0,142.0,0,0,0,105.0,0,0,0,0,0,0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,3.0,0,0,9.0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.0,0,223.0,0,0,0,0,0,0,0,31.0,0,0,0,6.0,337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,13.0,0,79.0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.0,32.0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,0,7.0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0
MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2382|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2198|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,42.0,52.0,29.0,0,47.0,0,0,0,43.0,0,0,0,675.0,0,0,210.0,628.0,0,0,0,26.0,227.0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,73.0,1110.0,130.0,19.0,0,1388.0,44.0,0,0,0,0,0,64.0,0,877.0,0,0,0,27.0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,108.0,0,612.0,0,64.0,116.0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,1182.0,85.0,154.0,0,0,0,0,22.0,0,0,0,0,0,0,0,447.0,0,58.0,0,38.0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,49.0,173.0,0,0,183.0,0,0,144.0,0,48.0,79.0,0,32.0,0,0,88.0,0,0,59.0,0,0,1102.0,49.0,0,638.0,0,0,0,0,0,1098.0,0,44.0,0,0,0,261.0,0,0,329.0,0,0,0,0,0,163.0,335.0,286.0,0,0,0,0,0,0,0,52.0,196.0,0,291.0,0,0,0,0,0,156.0,0,0,139.0,0,0,25.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,539.0,0,0,0,0,923.0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,451.0,357.0,31.0,150.0,168.0,63.0,0,391.0,0,0,0,0,0,48.0,0,0,64.0,85.0,0,0,59.0,0,22.0,159.0
MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,120.0,148.0,116.0,31.0,77.0,0,0,0,98.0,0,0,36.0,1562.0,30.0,0,454.0,1033.0,18.0,40.0,0,56.0,709.0,0,0,0,0,0,20.0,0,0,0,677.0,0,0,0,0,243.0,1966.0,439.0,58.0,0,2130.0,131.0,0,0,25.0,78.0,47.0,177.0,0,1775.0,0,0,96.0,80.0,0,0,219.0,0,0,45.0,19.0,0,0,51.0,0,0,49.0,231.0,0,1548.0,0,166.0,332.0,0,0,42.0,0,0,46.0,0,0,544.0,0,0,0,30.0,2069.0,203.0,430.0,0,0,0,0,68.0,19.0,0,0,0,0,0,0,1190.0,0,155.0,0,112.0,0,0,0,0,0,49.0,0,153.0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.0,116.0,477.0,30.0,0,302.0,0,0,497.0,0,206.0,187.0,0,118.0,0,0,241.0,0,0,167.0,0,28.0,1898.0,148.0,0,1030.0,0,0,0,0,0,2001.0,0,160.0,0,101.0,0,668.0,0,0,647.0,46.0,0,49.0,0,0,493.0,889.0,834.0,0,0,26.0,0,57.0,77.0,0,139.0,616.0,50.0,178.0,0,124.0,0,0,0,534.0,0,0,307.0,0,0,36.0,343.0,27.0,42.0,0,0,0,0,0,93.0,0,0,0,0,904.0,0,58.0,0,0,1939.0,28.0,0,0,0,0,0,0,18.0,113.0,0,0,0,0,19.0,0,0,0,787.0,675.0,96.0,326.0,427.0,177.0,17.0,762.0,0,0,0,0,0,88.0,0,0,186.0,247.0,0,0,232.0,32.0,67.0,476.0
MEG_3507|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8216|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,79.0,0,0,0,0,0,49.0,0,0,32.0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,50.0,23.0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,82.0,52.0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,12.0,173.0,0,0,0,0,14.0,0,0,36.0,0,0,9.0,0,0,0,0,0,0,29.0,0,0,57.0,0,0,0,0,0,0,0,0,32.0,0,20.0,0,0,0,0,0,31.0,0,0,0,0,0,14.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,39.0,0,0,0,0,0,0,13.0,0,0,0,0,576.0,0,0,0,0,676.0,0,170.0,0,0,0,0,0,0,382.0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,20.0,16.0,19.0,0,35.0,0,21.0,113.0,0,0,41.0,0,0,1318.0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,0,21.0,0,0,64.0,0,0,12.0,0,0,0,0,69.0,0,170.0,0,68.0,0,212.0,0,0,0,0,0,0,0,50.0,0,0,0,0,21.0,750.0,0,0
MEG_5159|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,39.0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,919.0,0,0,0,0,0,0,50.0,0,0,0,0,29.0,0,35.0,0,0,117.0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,206.0,143.0,68.0,0,329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
